Local time,Open,High,Low,Close,Volume
28.11.2009 17:00:00.000 GMT-0500,0.90732,0.90732,0.90732,0.90732,0
29.11.2009 17:00:00.000 GMT-0500,0.91236,0.91933,0.90946,0.91591,67751.2196
30.11.2009 17:00:00.000 GMT-0500,0.91601,0.92706,0.91048,0.92454,60716.2806
01.12.2009 17:00:00.000 GMT-0500,0.92439,0.92946,0.92306,0.92476,56119.5993
02.12.2009 17:00:00.000 GMT-0500,0.92471,0.93216,0.92308,0.92376,48492.24100000001
03.12.2009 17:00:00.000 GMT-0500,0.92319,0.92927,0.91076,0.91481,64203.7409
04.12.2009 17:00:00.000 GMT-0500,0.91481,0.91481,0.91481,0.91481,0
05.12.2009 17:00:00.000 GMT-0500,0.91481,0.91481,0.91481,0.91481,0
06.12.2009 17:00:00.000 GMT-0500,0.91294,0.91879,0.90521,0.91239,68391.88
07.12.2009 17:00:00.000 GMT-0500,0.91237,0.91638,0.90196,0.90344,72491.2498
08.12.2009 17:00:00.000 GMT-0500,0.90350,0.91132,0.90146,0.90839,68912.92009999999
09.12.2009 17:00:00.000 GMT-0500,0.90842,0.91898,0.90797,0.91594,48730.1997
10.12.2009 17:00:00.000 GMT-0500,0.91604,0.91924,0.90901,0.91181,47952.390499999994
11.12.2009 17:00:00.000 GMT-0500,0.91181,0.91181,0.91181,0.91181,0
12.12.2009 17:00:00.000 GMT-0500,0.91181,0.91181,0.91181,0.91181,0
13.12.2009 17:00:00.000 GMT-0500,0.91114,0.91744,0.90536,0.91652,52055.8604
14.12.2009 17:00:00.000 GMT-0500,0.91653,0.91729,0.90332,0.90602,45471.210100000004
15.12.2009 17:00:00.000 GMT-0500,0.90594,0.90698,0.89546,0.90034,60292.71000000001
16.12.2009 17:00:00.000 GMT-0500,0.90055,0.90113,0.88457,0.88652,53245.37430000001
17.12.2009 17:00:00.000 GMT-0500,0.88649,0.89116,0.88089,0.89026,52550.6798
