Local time,Open,High,Low,Close,Volume
22.11.2009 17:00:00.000 GMT-0500,1.48551,1.49977,1.48313,1.49595,79727.0002
23.11.2009 17:00:00.000 GMT-0500,1.49591,1.49887,1.48859,1.49661,78936.99999999997
24.11.2009 17:00:00.000 GMT-0500,1.49651,1.51441,1.49517,1.51328,79621.09980000001
25.11.2009 17:00:00.000 GMT-0500,1.51332,1.51410,1.49561,1.50191,79144.5106
26.11.2009 17:00:00.000 GMT-0500,1.50143,1.50167,1.48264,1.49853,79636.60010000001
27.11.2009 17:00:00.000 GMT-0500,1.49853,1.49853,1.49853,1.49853,0
28.11.2009 17:00:00.000 GMT-0500,1.49853,1.49853,1.49853,1.49853,0
29.11.2009 17:00:00.000 GMT-0500,1.50094,1.50825,1.49620,1.50032,78419.0999
30.11.2009 17:00:00.000 GMT-0500,1.50009,1.51194,1.49719,1.50790,78822.90049999999
01.12.2009 17:00:00.000 GMT-0500,1.50792,1.51096,1.50290,1.50422,80358.20009999999
02.12.2009 17:00:00.000 GMT-0500,1.50419,1.51398,1.50390,1.50493,79026.5001
03.12.2009 17:00:00.000 GMT-0500,1.50509,1.50911,1.48188,1.48547,79729.5994
04.12.2009 17:00:00.000 GMT-0500,1.48547,1.48547,1.48547,1.48547,0
05.12.2009 17:00:00.000 GMT-0500,1.48547,1.48547,1.48547,1.48547,0
06.12.2009 17:00:00.000 GMT-0500,1.48532,1.49042,1.47535,1.48235,80574.4999
07.12.2009 17:00:00.000 GMT-0500,1.48231,1.48652,1.46790,1.47012,79640.79980000001
08.12.2009 17:00:00.000 GMT-0500,1.47010,1.47809,1.46699,1.47242,79892.29990000001
09.12.2009 17:00:00.000 GMT-0500,1.47226,1.47597,1.46827,1.47299,78664
10.12.2009 17:00:00.000 GMT-0500,1.47289,1.47758,1.45845,1.46112,79677.49960000001
11.12.2009 17:00:00.000 GMT-0500,1.46112,1.46112,1.46112,1.46112,0
12.12.2009 17:00:00.000 GMT-0500,1.46112,1.46112,1.46112,1.46112,0
13.12.2009 17:00:00.000 GMT-0500,1.46224,1.46848,1.45955,1.46542,79089.30020000001
14.12.2009 17:00:00.000 GMT-0500,1.46545,1.46612,1.45011,1.45352,79594.7994
15.12.2009 17:00:00.000 GMT-0500,1.45355,1.45903,1.45023,1.45275,79477.0002
16.12.2009 17:00:00.000 GMT-0500,1.45292,1.45353,1.43035,1.43360,81011.7
